PMID	doi	year	first_author	title	journal	PubMed_url	doi_url
23658558	10.3389/fgene.2013.00065	2013	Bae HT	Genome-wide association study of personality traits in the long life family study.	Front Genet	https://pubmed.ncbi.nlm.nih.gov/23658558	https://doi.org/10.3389/fgene.2013.00065
24009623	10.3389/fgene.2013.00166	2013	Jiang J	Genome-wide association study for biomarker identification of Rapamycin and Everolimus using a lymphoblastoid cell line system.	Front Genet	https://pubmed.ncbi.nlm.nih.gov/24009623	https://doi.org/10.3389/fgene.2013.00166
24348519	10.3389/fgene.2013.00268	2013	Namjou B	EMR-linked GWAS study: investigation of variation landscape of loci for body mass index in children.	Front Genet	https://pubmed.ncbi.nlm.nih.gov/24348519	https://doi.org/10.3389/fgene.2013.00268
24376456	10.3389/fgene.2013.00277	2013	Simino J	Gene-alcohol interactions identify several novel blood pressure loci including a promising locus near SLC16A9.	Front Genet	https://pubmed.ncbi.nlm.nih.gov/24376456	https://doi.org/10.3389/fgene.2013.00277
24379826	10.3389/fgene.2013.00279	2013	Voruganti VS	Genome-wide association analysis confirms and extends the association of SLC2A9 with serum uric acid levels to Mexican Americans.	Front Genet	https://pubmed.ncbi.nlm.nih.gov/24379826	https://doi.org/10.3389/fgene.2013.00279
24478790	10.3389/fgene.2013.00310	2014	Lee JH	Genome wide association and linkage analyses identified three loci-4q25, 17q23.2, and 10q11.21-associated with variation in leukocyte telomere length: the Long Life Family Study.	Front Genet	https://pubmed.ncbi.nlm.nih.gov/24478790	https://doi.org/10.3389/fgene.2013.00310
24847357	10.3389/fgene.2014.00125	2014	Ye Z	Genome wide association study of SNP-, gene-, and pathway-based approaches to identify genes influencing susceptibility to Staphylococcus aureus infections.	Front Genet	https://pubmed.ncbi.nlm.nih.gov/24847357	https://doi.org/10.3389/fgene.2014.00125
25009551	10.3389/fgene.2014.00166	2014	Kullo IJ	The ATXN2-SH2B3 locus is associated with peripheral arterial disease: an electronic medical record-based genome-wide association study.	Front Genet	https://pubmed.ncbi.nlm.nih.gov/25009551	https://doi.org/10.3389/fgene.2014.00166
25628645	10.3389/fgene.2014.00465	2015	Tong Y	Identification of genetic variants or genes that are associated with Homoharringtonine (HHT) response through a genome-wide association study in human lymphoblastoid cell lines (LCLs).	Front Genet	https://pubmed.ncbi.nlm.nih.gov/25628645	https://doi.org/10.3389/fgene.2014.00465
25918517	10.3389/fgene.2015.00122	2015	Yashin AI	Genetics of aging, health, and survival: dynamic regulation of human longevity related traits.	Front Genet	https://pubmed.ncbi.nlm.nih.gov/25918517	https://doi.org/10.3389/fgene.2015.00122
27047539	10.3389/fgene.2016.00037	2016	Fridley BL	Genome-Wide Study of Response to Platinum, Taxane, and Combination Therapy in Ovarian Cancer: In vitro Phenotypes, Inherited Variation, and Disease Recurrence.	Front Genet	https://pubmed.ncbi.nlm.nih.gov/27047539	https://doi.org/10.3389/fgene.2016.00037
27790247	10.3389/fgene.2016.00179	2016	He L	Pleiotropic Meta-Analyses of Longitudinal Studies Discover Novel Genetic Variants Associated with Age-Related Diseases.	Front Genet	https://pubmed.ncbi.nlm.nih.gov/27790247	https://doi.org/10.3389/fgene.2016.00179
29535761	10.3389/fgene.2018.00060	2018	Haaland OA	A Genome-Wide Search for Gene-Environment Effects in Isolated Cleft Lip with or without Cleft Palate Triads Points to an Interaction between Maternal Periconceptional Vitamin Use and Variants in <i>ESRRG</i>.	Front Genet	https://pubmed.ncbi.nlm.nih.gov/29535761	https://doi.org/10.3389/fgene.2018.00060
29545823	10.3389/fgene.2018.00067	2018	O'Brien KM	Genome-Wide Association Study of Serum 25-Hydroxyvitamin D in US Women.	Front Genet	https://pubmed.ncbi.nlm.nih.gov/29545823	https://doi.org/10.3389/fgene.2018.00067
29628937	10.3389/fgene.2018.00097	2018	Jiang J	A Meta-Analysis of Genome-Wide Association Studies of Growth Differentiation Factor-15 Concentration in Blood.	Front Genet	https://pubmed.ncbi.nlm.nih.gov/29628937	https://doi.org/10.3389/fgene.2018.00097
29868124	10.3389/fgene.2018.00179	2018	Wu Y	Genetics of Obesity Traits: A Bivariate Genome-Wide Association Analysis.	Front Genet	https://pubmed.ncbi.nlm.nih.gov/29868124	https://doi.org/10.3389/fgene.2018.00179
30319691	10.3389/fgene.2018.00410	2018	Liu C	Genome-Wide Association and Mechanistic Studies Indicate That Immune Response Contributes to Alzheimer's Disease Development.	Front Genet	https://pubmed.ncbi.nlm.nih.gov/30319691	https://doi.org/10.3389/fgene.2018.00410
30369944	10.3389/fgene.2018.00466	2018	Balakrishnan P	Genetic Variants Related to Cardiometabolic Traits Are Associated to B Cell Function, Insulin Resistance, and Diabetes Among AmeriCan Indians: The Strong Heart Family Study.	Front Genet	https://pubmed.ncbi.nlm.nih.gov/30369944	https://doi.org/10.3389/fgene.2018.00466
30631343	10.3389/fgene.2018.00659	2018	Rolfe S	Associations Between Genetic Data and Quantitative Assessment of Normal Facial Asymmetry.	Front Genet	https://pubmed.ncbi.nlm.nih.gov/30631343	https://doi.org/10.3389/fgene.2018.00659
30693016	10.3389/fgene.2018.00715	2019	Lin WY	Genome-Wide Gene-Environment Interaction Analysis Using Set-Based Association Tests.	Front Genet	https://pubmed.ncbi.nlm.nih.gov/30693016	https://doi.org/10.3389/fgene.2018.00715
30713548	10.3389/fgene.2018.00678	2019	Schurz H	A Sex-Stratified Genome-Wide Association Study of Tuberculosis Using a Multi-Ethnic Genotyping Array.	Front Genet	https://pubmed.ncbi.nlm.nih.gov/30713548	https://doi.org/10.3389/fgene.2018.00678
31040861	10.3389/fgene.2019.00330	2019	Thomson RJ	New Genetic Loci Associated With Chronic Kidney Disease in an Indigenous Australian Population.	Front Genet	https://pubmed.ncbi.nlm.nih.gov/31040861	https://doi.org/10.3389/fgene.2019.00330
31080455	10.3389/fgene.2019.00334	2019	Fatumo S	Complimentary Methods for Multivariate Genome-Wide Association Study Identify New Susceptibility Genes for Blood Cell Traits.	Front Genet	https://pubmed.ncbi.nlm.nih.gov/31080455	https://doi.org/10.3389/fgene.2019.00334
31118946	10.3389/fgene.2019.00404	2019	Jiao H	Genome-Wide Interaction and Pathway Association Studies for Body Mass Index.	Front Genet	https://pubmed.ncbi.nlm.nih.gov/31118946	https://doi.org/10.3389/fgene.2019.00404
31134134	10.3389/fgene.2019.00428	2019	Hollister BM	A Social Determinant of Health May Modify Genetic Associations for Blood Pressure: Evidence From a SNP by Education Interaction in an African American Population.	Front Genet	https://pubmed.ncbi.nlm.nih.gov/31134134	https://doi.org/10.3389/fgene.2019.00428
31178898	10.3389/fgene.2019.00494	2019	Lin BM	Genetics of Chronic Kidney Disease Stages Across Ancestries: The PAGE Study.	Front Genet	https://pubmed.ncbi.nlm.nih.gov/31178898	https://doi.org/10.3389/fgene.2019.00494
31214251	10.3389/fgene.2019.00528	2019	Liu Y	Genome-Wide Association Study of Tacrolimus Pharmacokinetics Identifies Novel Single Nucleotide Polymorphisms in the Convalescence and Stabilization Periods of Post-transplant Liver Function.	Front Genet	https://pubmed.ncbi.nlm.nih.gov/31214251	https://doi.org/10.3389/fgene.2019.00528
31249589	10.3389/fgene.2019.00511	2019	Edwards TL	A <i>Trans</i>-Ethnic Genome-Wide Association Study of Uterine Fibroids.	Front Genet	https://pubmed.ncbi.nlm.nih.gov/31249589	https://doi.org/10.3389/fgene.2019.00511
31620175	10.3389/fgene.2019.00888	2019	Kornilov SA	Genome-Wide Homozygosity Mapping Reveals Genes Associated With Cognitive Ability in Children From Saudi Arabia.	Front Genet	https://pubmed.ncbi.nlm.nih.gov/31620175	https://doi.org/10.3389/fgene.2019.00888
31681408	10.3389/fgene.2019.00947	2019	Yang XL	Three Novel Loci for Infant Head Circumference Identified by a Joint Association Analysis.	Front Genet	https://pubmed.ncbi.nlm.nih.gov/31681408	https://doi.org/10.3389/fgene.2019.00947
31749835	10.3389/fgene.2019.01039	2019	Sangurdekar D	Genetic Study of Severe Prolonged Lymphopenia in Multiple Sclerosis Patients Treated With Dimethyl Fumarate.	Front Genet	https://pubmed.ncbi.nlm.nih.gov/31749835	https://doi.org/10.3389/fgene.2019.01039
32117412	10.3389/fgene.2019.01354	2020	Boua PR	Novel and Known Gene-Smoking Interactions With cIMT Identified as Potential Drivers for Atherosclerosis Risk in West-African Populations of the AWI-Gen Study.	Front Genet	https://pubmed.ncbi.nlm.nih.gov/32117412	https://doi.org/10.3389/fgene.2019.01354
32719713	10.3389/fgene.2020.00600	2020	Zhang F	Independent Replication on Genome-Wide Association Study Signals Identifies <i>IRF3</i> as a Novel Locus for Systemic Lupus Erythematosus.	Front Genet	https://pubmed.ncbi.nlm.nih.gov/32719713	https://doi.org/10.3389/fgene.2020.00600
33133133	10.3389/fgene.2020.01003	2020	Lee KY	Genome-Wide Search for SNP Interactions in GWAS Data: Algorithm, Feasibility, Replication Using Schizophrenia Datasets.	Front Genet	https://pubmed.ncbi.nlm.nih.gov/33133133	https://doi.org/10.3389/fgene.2020.01003
33679876	10.3389/fgene.2021.588452	2021	Irvin MR	Whole-Exome Sequencing and hiPSC Cardiomyocyte Models Identify <i>MYRIP</i>, <i>TRAPPC11</i>, and <i>SLC27A6</i> of Potential Importance to Left Ventricular Hypertrophy in an African Ancestry Population.	Front Genet	https://pubmed.ncbi.nlm.nih.gov/33679876	https://doi.org/10.3389/fgene.2021.588452
33692830	10.3389/fgene.2021.626403	2021	Indencleef K	The Intersection of the Genetic Architectures of Orofacial Clefts and Normal Facial Variation.	Front Genet	https://pubmed.ncbi.nlm.nih.gov/33692830	https://doi.org/10.3389/fgene.2021.626403
33763119	10.3389/fgene.2021.639418	2021	Read RW	Genome-Wide Identification of Rare and Common Variants Driving Triglyceride Levels in a Nevada Population.	Front Genet	https://pubmed.ncbi.nlm.nih.gov/33763119	https://doi.org/10.3389/fgene.2021.639418
34054925	10.3389/fgene.2021.669215	2021	Cho HW	A Genome-Wide Association Study of Novel Genetic Variants Associated With Anthropometric Traits in Koreans.	Front Genet	https://pubmed.ncbi.nlm.nih.gov/34054925	https://doi.org/10.3389/fgene.2021.669215
34220922	10.3389/fgene.2021.554948	2021	Wang J	Genome-Wide Association Analyses Identify Variants in <i>IRF4</i> Associated With Acute Myeloid Leukemia and Myelodysplastic Syndrome Susceptibility.	Front Genet	https://pubmed.ncbi.nlm.nih.gov/34220922	https://doi.org/10.3389/fgene.2021.554948
34621292	10.3389/fgene.2021.721488	2021	Sampathkumar A	Genetic Link Determining the Maternal-Fetal Circulation of Vitamin D.	Front Genet	https://pubmed.ncbi.nlm.nih.gov/34621292	https://doi.org/10.3389/fgene.2021.721488
34659352	10.3389/fgene.2021.728526	2021	Bensenor I	Genome-Wide Association of Proprotein Convertase Subtilisin/Kexin Type 9 Plasma Levels in the ELSA-Brasil Study.	Front Genet	https://pubmed.ncbi.nlm.nih.gov/34659352	https://doi.org/10.3389/fgene.2021.728526
34707639	10.3389/fgene.2021.717621	2021	Liu T	Exome-Wide Association Study Identifies East Asian-Specific Missense Variant <i>MTHFR</i> C136T Influencing Homocysteine Levels in Chinese Populations RH: ExWAS of tHCY in a Chinese Population.	Front Genet	https://pubmed.ncbi.nlm.nih.gov/34707639	https://doi.org/10.3389/fgene.2021.717621
34868232	10.3389/fgene.2021.756957	2021	Feng S	Regulatory SNP of <i>RREB1</i> is Associated With Bone Mineral Density in Chinese Postmenopausal Osteoporosis Patients.	Front Genet	https://pubmed.ncbi.nlm.nih.gov/34868232	https://doi.org/10.3389/fgene.2021.756957
34899825	10.3389/fgene.2021.711155	2021	Jiao H	Pathway Association Studies Reveal Gene Loci and Pathway Networks that Associated With Plasma Cystatin C Levels.	Front Genet	https://pubmed.ncbi.nlm.nih.gov/34899825	https://doi.org/10.3389/fgene.2021.711155
34976021	10.3389/fgene.2021.789512	2021	Li W	Identification of a Risk Locus at 7p22.3 for Schizophrenia and Bipolar Disorder in East Asian Populations.	Front Genet	https://pubmed.ncbi.nlm.nih.gov/34976021	https://doi.org/10.3389/fgene.2021.789512
34992631	10.3389/fgene.2021.781451	2021	Armstrong ND	Genetic Contributors of Incident Stroke in 10,700 African Americans With Hypertension: A Meta-Analysis From the Genetics of Hypertension Associated Treatments and Reasons for Geographic and Racial Differences in Stroke Studies.	Front Genet	https://pubmed.ncbi.nlm.nih.gov/34992631	https://doi.org/10.3389/fgene.2021.781451
35116054	10.3389/fgene.2021.775797	2022	Zhao F	<i>PDE4B</i> Proposed as a High Myopia Susceptibility Gene in Chinese Population.	Front Genet	https://pubmed.ncbi.nlm.nih.gov/35116054	https://doi.org/10.3389/fgene.2021.775797
24133439	10.3389/fnhum.2013.00658	2013	Jones RM	Genome-wide association study of autistic-like traits in a general population study of young adults.	Front Hum Neurosci	https://pubmed.ncbi.nlm.nih.gov/24133439	https://doi.org/10.3389/fnhum.2013.00658
34177493	10.3389/fnhum.2021.669902	2021	Mountford HS	Genome-Wide Association Study of Motor Coordination.	Front Hum Neurosci	https://pubmed.ncbi.nlm.nih.gov/34177493	https://doi.org/10.3389/fnhum.2021.669902
29535710	10.3389/fimmu.2018.00277	2018	Wahl A	Genome-Wide Association Study on Immunoglobulin G Glycosylation Patterns.	Front Immunol	https://pubmed.ncbi.nlm.nih.gov/29535710	https://doi.org/10.3389/fimmu.2018.00277
33841421	10.3389/fimmu.2021.638913	2021	Li J	Variants at the MHC Region Associate With Susceptibility to <i>Clostridioides difficile</i> Infection: A Genome-Wide Association Study Using Comprehensive Electronic Health Records.	Front Immunol	https://pubmed.ncbi.nlm.nih.gov/33841421	https://doi.org/10.3389/fimmu.2021.638913
34025683	10.3389/fimmu.2021.683028	2021	Kanoni S	Nutrigenetic Interactions Might Modulate the Antioxidant and Anti-Inflammatory Status in Mastiha-Supplemented Patients With NAFLD.	Front Immunol	https://pubmed.ncbi.nlm.nih.gov/34025683	https://doi.org/10.3389/fimmu.2021.683028
34276655	10.3389/fimmu.2021.664024	2021	Wen S	Identification of Two Novel Candidate Genetic Variants Associated With the Responsiveness to Influenza Vaccination.	Front Immunol	https://pubmed.ncbi.nlm.nih.gov/34276655	https://doi.org/10.3389/fimmu.2021.664024
34512620	10.3389/fimmu.2021.662171	2021	Matzaraki V	Inflammatory Protein Profiles in Plasma of Candidaemia Patients and the Contribution of Host Genetics to Their Variability.	Front Immunol	https://pubmed.ncbi.nlm.nih.gov/34512620	https://doi.org/10.3389/fimmu.2021.662171
32889700	10.1007/s11684-020-0779-4	2020	Qin N	Comprehensive functional annotation of susceptibility variants identifies genetic heterogeneity between lung adenocarcinoma and squamous cell carcinoma.	Front Med	https://pubmed.ncbi.nlm.nih.gov/32889700	https://doi.org/10.1007/s11684-020-0779-4
29670602	10.3389/fmicb.2018.00640	2018	Moreau K	Human Genetic Susceptibility to Native Valve <i>Staphylococcus aureus</i> Endocarditis in Patients With <i>S. aureus</i> Bacteremia: Genome-Wide Association Study.	Front Microbiol	https://pubmed.ncbi.nlm.nih.gov/29670602	https://doi.org/10.3389/fmicb.2018.00640
28386217	10.3389/fnmol.2017.00083	2017	Ritter ML	Genome Wide Association Study (GWAS) between Attention Deficit Hyperactivity Disorder (ADHD) and Obsessive Compulsive Disorder (OCD).	Front Mol Neurosci	https://pubmed.ncbi.nlm.nih.gov/28386217	https://doi.org/10.3389/fnmol.2017.00083
30079052	10.3389/fneur.2018.00591	2018	Rujescu D	Genome-Wide Association Study in Vestibular Neuritis: Involvement of the Host Factor for HSV-1 Replication.	Front Neurol	https://pubmed.ncbi.nlm.nih.gov/30079052	https://doi.org/10.3389/fneur.2018.00591
32733355	10.3389/fneur.2020.00570	2020	Ryu HS	Genomic Analysis Identifies New Loci Associated With Motor Complications in Parkinson's Disease.	Front Neurol	https://pubmed.ncbi.nlm.nih.gov/32733355	https://doi.org/10.3389/fneur.2020.00570
33613413	10.3389/fneur.2020.579268	2021	Park KW	Genomic Association Study for Cognitive Impairment in Parkinson's Disease.	Front Neurol	https://pubmed.ncbi.nlm.nih.gov/33613413	https://doi.org/10.3389/fneur.2020.579268
34975738	10.3389/fneur.2021.789093	2021	Winsvold BS	Genome-Wide Association Study of 2,093 Cases With Idiopathic Polyneuropathy and 445,256 Controls Identifies First Susceptibility Loci.	Front Neurol	https://pubmed.ncbi.nlm.nih.gov/34975738	https://doi.org/10.3389/fneur.2021.789093
34177453	10.3389/fnins.2021.677800	2021	Swart PC	A Genome-Wide Association Study and Polygenic Risk Score Analysis of Posttraumatic Stress Disorder and Metabolic Syndrome in a South African Population.	Front Neurosci	https://pubmed.ncbi.nlm.nih.gov/34177453	https://doi.org/10.3389/fnins.2021.677800
34456681	10.3389/fnins.2021.722592	2021	Song M	Genome-Wide Meta-Analysis Identifies Two Novel Risk Loci for Epilepsy.	Front Neurosci	https://pubmed.ncbi.nlm.nih.gov/34456681	https://doi.org/10.3389/fnins.2021.722592
34720862	10.3389/fnins.2021.738037	2021	Ye Z	White Matter Integrity and Nicotine Dependence: Evaluating Vertical and Horizontal Pleiotropy.	Front Neurosci	https://pubmed.ncbi.nlm.nih.gov/34720862	https://doi.org/10.3389/fnins.2021.738037
32117775	10.3389/fonc.2020.00134	2020	Wu J	The Rare Variant rs35356162 in <i>UHRF1BP1</i> Increases Bladder Cancer Risk in Han Chinese Population.	Front Oncol	https://pubmed.ncbi.nlm.nih.gov/32117775	https://doi.org/10.3389/fonc.2020.00134
32266149	10.3389/fonc.2020.00372	2020	He Y	Genetic Variants Were Associated With the Prognosis of Head and Neck Squamous Carcinoma.	Front Oncol	https://pubmed.ncbi.nlm.nih.gov/32266149	https://doi.org/10.3389/fonc.2020.00372
34737962	10.3389/fonc.2021.753920	2021	Lin X	A Germline Variant at 8q24 Contributes to the Serum p2PSA Level in a Chinese Prostate Biopsy Cohort.	Front Oncol	https://pubmed.ncbi.nlm.nih.gov/34737962	https://doi.org/10.3389/fonc.2021.753920
34926279	10.3389/fonc.2021.771312	2021	Lu Y	Identification of Recessively Inherited Genetic Variants Potentially Linked to Pancreatic Cancer Risk.	Front Oncol	https://pubmed.ncbi.nlm.nih.gov/34926279	https://doi.org/10.3389/fonc.2021.771312
33967749	10.3389/fphar.2021.605764	2021	Ooi BNS	Robust Performance of Potentially Functional SNPs in Machine Learning Models for the Prediction of Atorvastatin-Induced Myalgia.	Front Pharmacol	https://pubmed.ncbi.nlm.nih.gov/33967749	https://doi.org/10.3389/fphar.2021.605764
34177598	10.3389/fphar.2021.688386	2021	Wolking S	Role of Common Genetic Variants for Drug-Resistance to Specific Anti-Seizure Medications.	Front Pharmacol	https://pubmed.ncbi.nlm.nih.gov/34177598	https://doi.org/10.3389/fphar.2021.688386
29559929	10.3389/fpsyt.2018.00065	2018	Amare AT	Association of the Polygenic Scores for Personality Traits and Response to Selective Serotonin Reuptake Inhibitors in Patients with Major Depressive Disorder.	Front Psychiatry	https://pubmed.ncbi.nlm.nih.gov/29559929	https://doi.org/10.3389/fpsyt.2018.00065
30034349	10.3389/fpsyt.2018.00290	2018	Lin E	A Deep Learning Approach for Predicting Antidepressant Response in Major Depression Using Clinical and Genetic Biomarkers.	Front Psychiatry	https://pubmed.ncbi.nlm.nih.gov/30034349	https://doi.org/10.3389/fpsyt.2018.00290
25147783	10.3389/fpubh.2014.00112	2014	Keene KL	Genetic Associations with Plasma B12, B6, and Folate Levels in an Ischemic Stroke Population from the Vitamin Intervention for Stroke Prevention (VISP) Trial.	Front Public Health	https://pubmed.ncbi.nlm.nih.gov/25147783	https://doi.org/10.3389/fpubh.2014.00112
22384361	10.1534/g3.111.001164	2011	Cheng YC	Genome-wide association analysis of ischemic stroke in young adults.	G3 (Bethesda)	https://pubmed.ncbi.nlm.nih.gov/22384361	https://doi.org/10.1534/g3.111.001164
23696099	10.1534/g3.113.006452	2013	Ding K	Genetic variants that confer resistance to malaria are associated with red blood cell traits in African-Americans: an electronic medical record-based genome-wide association study.	G3 (Bethesda)	https://pubmed.ncbi.nlm.nih.gov/23696099	https://doi.org/10.1534/g3.113.006452
24347629	10.1534/g3.113.008755	2013	Shaffer JR	Genome-wide association study of periodontal health measured by probing depth in adults ages 18-49 years.	G3 (Bethesda)	https://pubmed.ncbi.nlm.nih.gov/24347629	https://doi.org/10.1534/g3.113.008755
26194203	10.1534/g3.115.019943	2015	Ramachandran D	Genome-Wide Association Study of Down Syndrome-Associated Atrioventricular Septal Defects.	G3 (Bethesda)	https://pubmed.ncbi.nlm.nih.gov/26194203	https://doi.org/10.1534/g3.115.019943
27412988	10.1534/g3.116.032979	2016	Tise CG	From Genotype to Phenotype: Nonsense Variants in SLC13A1 Are Associated with Decreased Serum Sulfate and Increased Serum Aminotransferases.	G3 (Bethesda)	https://pubmed.ncbi.nlm.nih.gov/27412988	https://doi.org/10.1534/g3.116.032979
28235828	10.1534/g3.117.039784	2017	Traglia M	Independent Maternal and Fetal Genetic Effects on Midgestational Circulating Levels of Environmental Pollutants.	G3 (Bethesda)	https://pubmed.ncbi.nlm.nih.gov/28235828	https://doi.org/10.1534/g3.117.039784
31484785	10.1534/g3.119.400448	2019	Wright KM	A Prospective Analysis of Genetic Variants Associated with Human Lifespan.	G3 (Bethesda)	https://pubmed.ncbi.nlm.nih.gov/31484785	https://doi.org/10.1534/g3.119.400448
31888951	10.1534/g3.119.400910	2019	Schlauch KA	A Comprehensive Genome-Wide and Phenome-Wide Examination of BMI and Obesity in a Northern Nevadan Cohort.	G3 (Bethesda)	https://pubmed.ncbi.nlm.nih.gov/31888951	https://doi.org/10.1534/g3.119.400910
18723019	10.1053/j.gastro.2008.07.017	2008	Franke A	Genome-wide association analysis in sarcoidosis and Crohn's disease unravels a common susceptibility locus on 10p12.2.	Gastroenterology	https://pubmed.ncbi.nlm.nih.gov/18723019	https://doi.org/10.1053/j.gastro.2008.07.017
19698717	10.1053/j.gastro.2009.07.070	2009	Cui R	Functional variants in ADH1B and ALDH2 coupled with alcohol and smoking synergistically enhance esophageal cancer risk.	Gastroenterology	https://pubmed.ncbi.nlm.nih.gov/19698717	https://doi.org/10.1053/j.gastro.2009.07.070
19944697	10.1053/j.gastro.2009.11.046	2009	Karlsen TH	Genome-wide association analysis in primary sclerosing cholangitis.	Gastroenterology	https://pubmed.ncbi.nlm.nih.gov/19944697	https://doi.org/10.1053/j.gastro.2009.11.046
20060832	10.1053/j.gastro.2009.12.056	2010	Rauch A	Genetic variation in IL28B is associated with chronic hepatitis C and treatment failure: a genome-wide association study.	Gastroenterology	https://pubmed.ncbi.nlm.nih.gov/20060832	https://doi.org/10.1053/j.gastro.2009.12.056
20637204	10.1053/j.gastro.2010.06.071	2010	Ochi H	ITPA polymorphism affects ribavirin-induced anemia and outcomes of therapy--a genome-wide study of Japanese HCV virus patients.	Gastroenterology	https://pubmed.ncbi.nlm.nih.gov/20637204	https://doi.org/10.1053/j.gastro.2010.06.071
20708005	10.1053/j.gastro.2010.07.057	2010	Chalasani N	Genome-wide association study identifies variants associated with histologic features of nonalcoholic Fatty liver disease.	Gastroenterology	https://pubmed.ncbi.nlm.nih.gov/20708005	https://doi.org/10.1053/j.gastro.2010.07.057
21570397	10.1053/j.gastro.2011.04.001	2011	Lucena MI	Susceptibility to amoxicillin-clavulanate-induced liver injury is influenced by multiple HLA class I and II alleles.	Gastroenterology	https://pubmed.ncbi.nlm.nih.gov/21570397	https://doi.org/10.1053/j.gastro.2011.04.001
21699788	10.1053/j.gastro.2011.05.048	2011	Okada Y	HLA-Cw*1202-B*5201-DRB1*1502 haplotype increases risk for ulcerative colitis but reduces risk for Crohn's disease.	Gastroenterology	https://pubmed.ncbi.nlm.nih.gov/21699788	https://doi.org/10.1053/j.gastro.2011.05.048
22841784	10.1053/j.gastro.2012.07.097	2012	Patin E	Genome-wide association study identifies variants associated with progression of liver fibrosis from HCV infection.	Gastroenterology	https://pubmed.ncbi.nlm.nih.gov/22841784	https://doi.org/10.1053/j.gastro.2012.07.097
23266556	10.1053/j.gastro.2012.12.020	2012	Peters U	Identification of Genetic Susceptibility Loci for Colorectal Tumors in a Genome-Wide Meta-analysis.	Gastroenterology	https://pubmed.ncbi.nlm.nih.gov/23266556	https://doi.org/10.1053/j.gastro.2012.12.020
23266558	10.1053/j.gastro.2012.12.021	2012	Yamazaki K	A genome-wide association study identifies 2 susceptibility Loci for Crohn's disease in a Japanese population.	Gastroenterology	https://pubmed.ncbi.nlm.nih.gov/23266558	https://doi.org/10.1053/j.gastro.2012.12.021
24768677	10.1053/j.gastro.2014.04.022	2014	de Boer YS	Genome-wide association study identifies variants associated with autoimmune hepatitis type 1.	Gastroenterology	https://pubmed.ncbi.nlm.nih.gov/24768677	https://doi.org/10.1053/j.gastro.2014.04.022
25557950	10.1053/j.gastro.2014.12.030	2014	Alonso A	Identification of risk loci for Crohn's disease phenotypes using a genome-wide association study.	Gastroenterology	https://pubmed.ncbi.nlm.nih.gov/25557950	https://doi.org/10.1053/j.gastro.2014.12.030
26278503	10.1053/j.gastro.2015.07.065	2015	Huang C	Characterization of genetic loci that affect susceptibility to inflammatory bowel diseases in African Americans.	Gastroenterology	https://pubmed.ncbi.nlm.nih.gov/26278503	https://doi.org/10.1053/j.gastro.2015.07.065
26965516	10.1053/j.gastro.2016.02.076	2016	Zeng C	Identification of Susceptibility Loci and Genes for Colorectal Cancer Risk.	Gastroenterology	https://pubmed.ncbi.nlm.nih.gov/26965516	https://doi.org/10.1053/j.gastro.2016.02.076
27094239	10.1053/j.gastro.2016.04.007	2016	Joshi AD	Four Susceptibility Loci for Gallstone Disease Identified in a Meta-analysis of Genome-Wide Association Studies.	Gastroenterology	https://pubmed.ncbi.nlm.nih.gov/27094239	https://doi.org/10.1053/j.gastro.2016.04.007
27569725	10.1053/j.gastro.2016.08.025	2016	Yang SK	Identification of Loci at 1q21 and 16q23 That Affect Susceptibility to Inflammatory Bowel Disease in Koreans.	Gastroenterology	https://pubmed.ncbi.nlm.nih.gov/27569725	https://doi.org/10.1053/j.gastro.2016.08.025
28043905	10.1053/j.gastro.2016.12.016	2016	Nicoletti P	Association of Liver Injury From Specific Drugs, or Groups of Drugs, With Polymorphisms in HLA and Other Genes in a Genome-Wide Association Study.	Gastroenterology	https://pubmed.ncbi.nlm.nih.gov/28043905	https://doi.org/10.1053/j.gastro.2016.12.016
28163062	10.1053/j.gastro.2017.01.041	2017	Matsuura K	Genome-Wide Association Study Identifies TLL1 Variant Associated With Development of Hepatocellular Carcinoma After Eradication of Hepatitis C Virus Infection.	Gastroenterology	https://pubmed.ncbi.nlm.nih.gov/28163062	https://doi.org/10.1053/j.gastro.2017.01.041
30529582	10.1053/j.gastro.2018.11.066	2018	Lu Y	Large-Scale Genome-Wide Association Study of East Asians Identifies Loci Associated With Risk for Colorectal Cancer.	Gastroenterology	https://pubmed.ncbi.nlm.nih.gov/30529582	https://doi.org/10.1053/j.gastro.2018.11.066
30593799	10.1053/j.gastro.2018.12.014	2018	Vergara C	Multi-Ancestry Genome-Wide Association Study of Spontaneous Clearance of Hepatitis C Virus.	Gastroenterology	https://pubmed.ncbi.nlm.nih.gov/30593799	https://doi.org/10.1053/j.gastro.2018.12.014
30664875	10.1053/j.gastro.2019.01.034	2019	Cirulli ET	A Missense Variant in PTPN22 is a Risk Factor for Drug-induced Liver Injury.	Gastroenterology	https://pubmed.ncbi.nlm.nih.gov/30664875	https://doi.org/10.1053/j.gastro.2019.01.034
31600487	10.1053/j.gastro.2019.09.041	2019	Sazonovs A	HLA-DQA1*05 Carriage Associated With Development of Anti-Drug Antibodies to Infliximab and Adalimumab in Patients With Crohn's Disease.	Gastroenterology	https://pubmed.ncbi.nlm.nih.gov/31600487	https://doi.org/10.1053/j.gastro.2019.09.041
