"SCR.title"	"journal"	"PMID"	"Public_ss"	"ds_count"	"year"	"is_research_article"	"relative_citation_ratio"	"nih_percentile"	"citation_count"	"citations_per_year"	"expected_citations_per_year"	"field_citation_rate"	"SJR"	"SJR_Best_Quartile"	"H_index"	"Publisher"
"Diabetologia"	"Diabetologia"	30547231	"N"	0	2019	"Yes"	1.3	60	17	5.66666666666667	4.37285828370294	8.80334356841228	3.528	"Q1"	241	"Springer Verlag"
"Diabetologia"	"Diabetologia"	31049640	"Y"	1	2019	"Yes"	2.15	76.9	28	9.33333333333333	4.34498780984296	8.74510720687568	3.528	"Q1"	241	"Springer Verlag"
"Diabetologia"	"Diabetologia"	32556615	"N"	0	2020	"Yes"	1.19	56.8	8	4	3.35722496536328	7.44081788887975	3.528	"Q1"	241	"Springer Verlag"
"Diabetologia"	"Diabetologia"	33830302	"Y"	1	2021	"Yes"	NA	NA	3	3	NA	8.15928915163149	3.528	"Q1"	241	"Springer Verlag"
"Diabetologia"	"Diabetologia"	33842983	"N"	0	2021	"Yes"	NA	NA	2	2	NA	8.49295522652446	3.528	"Q1"	241	"Springer Verlag"
"Diabetologia"	"Diabetologia"	34743218	"N"	0	2022	"Yes"	NA	NA	0	0	NA	NA	3.528	"Q1"	241	"Springer Verlag"
"Diabetologia"	"Diabetologia"	34951656	"Y"	19	2022	"Yes"	NA	NA	1	1	1.00010200294128	12.0724479724253	3.528	"Q1"	241	"Springer Verlag"
"Diabetology and Metabolic Syndrome"	"Diabetol Metab Syndr"	34074324	"N"	0	2021	"Yes"	NA	NA	0	0	NA	NA	1.118	"Q1"	55	"BioMed Central Ltd."
"Diagnostics"	"Diagnostics (Basel)"	34441435	"N"	0	2021	"Yes"	NA	NA	0	0	NA	NA	0.658	"Q2"	35	"MDPI AG"
"Digestive Diseases and Sciences"	"Dig Dis Sci"	30377885	"N"	0	2019	"Yes"	0.08	4.1	1	0.333333333333333	3.96226509104121	7.94539426577599	0.984	"Q2"	129	"Springer New York"
"Drug Development Research"	"Drug Dev Res"	32173896	"N"	0	2020	"Yes"	1.76	70.8	8	4	2.2678401060522	5.02634926295629	0.552	"Q3"	62	"John Wiley &amp; Sons Inc."
"Drug and Alcohol Dependence"	"Drug Alcohol Depend"	22377092	"N"	0	2012	"Yes"	0.43	23	13	1.3	3.03736852920828	7.02533847578004	1.438	"Q1"	173	"Elsevier Ireland Ltd"
"Drug and Alcohol Dependence"	"Drug Alcohol Depend"	23455491	"N"	0	2013	"Yes"	0.9	46.5	24	2.66666666666667	2.94775278887836	6.58029988456639	1.438	"Q1"	173	"Elsevier Ireland Ltd"
"Drug and Alcohol Dependence"	"Drug Alcohol Depend"	24962325	"N"	0	2014	"Yes"	0.72	38.3	18	2.25	3.13015558601575	6.87893671004273	1.438	"Q1"	173	"Elsevier Ireland Ltd"
"Drug and Alcohol Dependence"	"Drug Alcohol Depend"	29758381	"N"	0	2018	"Yes"	0.4	21.3	6	1.5	3.77894898776572	7.54149884257752	1.438	"Q1"	173	"Elsevier Ireland Ltd"
"Drug and Alcohol Dependence"	"Drug Alcohol Depend"	32961455	"N"	0	2020	"Yes"	0.32	16.9	3	1.5	4.66289016242535	10.3346415245967	1.438	"Q1"	173	"Elsevier Ireland Ltd"
"Drug and Alcohol Dependence"	"Drug Alcohol Depend"	34488071	"N"	0	2021	"Yes"	NA	NA	1	1	NA	6.31398268587733	1.438	"Q1"	173	"Elsevier Ireland Ltd"
"EBioMedicine"	"EBioMedicine"	26629533	"N"	0	2015	"Yes"	2.17	77.3	46	6.57142857142857	3.02231961980278	6.41012208534395	2.663	"Q1"	79	"Elsevier BV"
"EBioMedicine"	"EBioMedicine"	27515689	"N"	0	2016	"Yes"	2.36	79.6	49	8.16666666666667	3.45656794163804	7.49856412872789	2.663	"Q1"	79	"Elsevier BV"
"EBioMedicine"	"EBioMedicine"	27639821	"N"	0	2016	"Yes"	1.42	63.3	33	5.5	3.87250871778609	8.64081101626565	2.663	"Q1"	79	"Elsevier BV"
"EBioMedicine"	"EBioMedicine"	29397368	"N"	0	2018	"Yes"	1.64	68.3	24	6	3.6640385848743	7.28908268155873	2.663	"Q1"	79	"Elsevier BV"
"EBioMedicine"	"EBioMedicine"	30120083	"N"	0	2018	"Yes"	1.66	68.7	23	5.75	3.47143523505436	6.86600350911128	2.663	"Q1"	79	"Elsevier BV"
"EBioMedicine"	"EBioMedicine"	30711515	"N"	0	2019	"Yes"	1.6	67.5	17	5.66666666666667	3.53709979593756	7.05699602888694	2.663	"Q1"	79	"Elsevier BV"
"EBioMedicine"	"EBioMedicine"	30745170	"N"	0	2019	"Yes"	4.45	91.9	44	14.6666666666667	3.29693727730545	6.55516777390771	2.663	"Q1"	79	"Elsevier BV"
"EBioMedicine"	"EBioMedicine"	32580138	"N"	0	2020	"Yes"	0.48	25.7	3	1.5	3.15743324600549	6.99800758728096	2.663	"Q1"	79	"Elsevier BV"
"EBioMedicine"	"EBioMedicine"	32805626	"N"	0	2020	"Yes"	2.9	84.6	18	9	3.09903385778358	6.86857354069059	2.663	"Q1"	79	"Elsevier BV"
"EBioMedicine"	"EBioMedicine"	33418499	"N"	0	2021	"Yes"	1.42	NA	5	5	3.52774286611999	10.6074078347167	2.663	"Q1"	79	"Elsevier BV"
"EBioMedicine"	"EBioMedicine"	34775353	"N"	0	2021	"Yes"	NA	NA	4	4	NA	6.76205034850024	2.663	"Q1"	79	"Elsevier BV"
"EBioMedicine"	"EBioMedicine"	34801968	"N"	0	2021	"Yes"	NA	NA	0	0	NA	NA	2.663	"Q1"	79	"Elsevier BV"
"EBioMedicine"	"EBioMedicine"	34864618	"N"	0	2021	"Yes"	NA	NA	0	0	NA	NA	2.663	"Q1"	79	"Elsevier BV"
"EBioMedicine"	"EBioMedicine"	34871961	"N"	0	2021	"Yes"	NA	NA	0	0	NA	NA	2.663	"Q1"	79	"Elsevier BV"
"EBioMedicine"	"EBioMedicine"	34968759	"N"	0	2022	"Yes"	NA	NA	0	0	NA	NA	2.663	"Q1"	79	"Elsevier BV"
"EClinicalMedicine"	"EClinicalMedicine"	34746714	"N"	0	2021	"Yes"	NA	NA	0	0	NA	NA	4.657	"Q1"	44	"Lancet Publishing Group"
"ESC heart failure"	"ESC Heart Fail"	32869539	"N"	0	2020	"Yes"	0.76	40.2	5	2.5	3.28899245584846	7.28959010919889	0.797	"Q2"	32	"The Heart Failure Association of the European Society of Cardiology"
"ESC heart failure"	"ESC Heart Fail"	34734498	"N"	0	2022	"Yes"	NA	NA	1	1	1.00004115699034	6.78259497420703	0.797	"Q2"	32	"The Heart Failure Association of the European Society of Cardiology"
"Endocrine"	"Endocrine"	34046847	"N"	0	2021	"Yes"	NA	NA	0	0	NA	NA	0.873	"Q2"	88	"Humana Press"
"Endocrine-Related Cancer"	"Endocr Relat Cancer"	21139019	"N"	0	2011	"Yes"	0.58	31.1	19	1.72727272727273	3.00248546550338	6.86723985855082	1.416	"Q1"	133	"BioScientifica Ltd."
"Endocrine-Related Cancer"	"Endocr Relat Cancer"	24080446	"N"	0	2013	"Yes"	0.54	29.1	15	1.66666666666667	3.1049210747993	7.0658217017448	1.416	"Q1"	133	"BioScientifica Ltd."
"Endocrine-Related Cancer"	"Endocr Relat Cancer"	27492634	"N"	0	2016	"Yes"	0.44	23.5	9	1.5	3.43932051997808	7.45119966042163	1.416	"Q1"	133	"BioScientifica Ltd."
"Endocrinology and Metabolism"	"Endocrinol Metab (Seoul)"	33232597	"N"	0	2020	"Yes"	0	0	0	0	1.49795184500667	3.32	0.815	"Q2"	34	"Korean Endocrine Society"
"Environment international"	"Environ Int"	27839851	"N"	0	2017	"Yes"	0.29	15.4	4	0.8	2.71454422154325	5.17174287986859	2.757	"Q1"	210	"Elsevier Ltd."
"Environment international"	"Environ Int"	30449631	"N"	0	2019	"Yes"	0.97	49	11	3.66666666666667	3.79550225036956	7.59693728836634	2.757	"Q1"	210	"Elsevier Ltd."
"Environment international"	"Environ Int"	33338681	"N"	0	2021	"Yes"	NA	NA	3	3	NA	6.19650568231257	2.757	"Q1"	210	"Elsevier Ltd."
"Environment international"	"Environ Int"	33756427	"N"	0	2021	"Yes"	NA	NA	0	0	NA	NA	2.757	"Q1"	210	"Elsevier Ltd."
"Environmental Health Perspectives"	"Environ Health Perspect"	22391508	"N"	0	2012	"Yes"	0.09	4.4	3	0.3	3.28431969043083	7.80602118052385	2.09	"Q1"	297	"Public Health Services, US Dept of Health and Human Services"
"Environmental Health Perspectives"	"Environ Health Perspect"	27352405	"N"	0	2017	"Yes"	1.69	69.3	22	4.4	2.60918452855427	4.9222542660407	2.09	"Q1"	297	"Public Health Services, US Dept of Health and Human Services"
"Environmental Health Perspectives"	"Environ Health Perspect"	28749367	"Y"	1	2017	"Yes"	0.27	14	6	1.2	4.4236635141537	9.21888644191831	2.09	"Q1"	297	"Public Health Services, US Dept of Health and Human Services"
"Environmental Health: A Global Access Science Source"	"Environ Health"	28754176	"N"	0	2017	"Yes"	0.82	42.9	11	2.2	2.68949859817094	5.11243558995206	1.307	"Q1"	101	"BioMed Central Ltd."
"Environmental Research"	"Environ Res"	25839716	"N"	0	2015	"Yes"	0.35	18.6	8	1.14285714285714	3.26493114274107	7.08753726734501	1.507	"Q1"	149	"Academic Press Inc."
"Environmental and Molecular Mutagenesis"	"Environ Mol Mutagen"	30368896	"N"	0	2019	"Yes"	0.49	26.4	6	2	4.09964260986703	8.23244955208128	0.812	"Q2"	91	"Wiley-Liss Inc."
"Epidemiology and health"	"Epidemiol Health"	31319653	"N"	0	2019	"Yes"	0.67	35.7	5	1.66666666666667	2.5026330991782	4.89544051129136	1.302	"Q1"	26	"Korean Society of Epidemiology"
"Epilepsia"	"Epilepsia"	30009487	"N"	0	2018	"Yes"	0.66	35.3	7	1.75	2.66153663408248	5.08695226111439	1.893	"Q1"	202	"Wiley-Blackwell Publishing Ltd"
"Epilepsia"	"Epilepsia"	33913524	"N"	0	2021	"Yes"	NA	NA	1	1	NA	6.91001921281006	1.893	"Q1"	202	"Wiley-Blackwell Publishing Ltd"
"Epilepsia Open"	"Epilepsia Open"	30868120	"N"	0	2019	"Yes"	0.85	44.2	5	1.66666666666667	1.96186134551854	3.76547840468639	1.194	"Q1"	21	"Wiley-Blackwell Publishing Ltd"
"Epilepsy Research"	"Epilepsy Res"	26220383	"N"	0	2015	"Yes"	0.34	17.8	7	1	2.97139440390955	6.26792968666909	0.767	"Q2"	117	"Elsevier"
"European Heart Journal"	"Eur Heart J"	21088011	"N"	0	2011	"Yes"	2	74.9	83	7.54545454545455	3.76675957847462	9.21784357569837	4.118	"Q1"	312	"Oxford University Press"
"European Heart Journal"	"Eur Heart J"	21459883	"N"	0	2011	"Yes"	5.68	94.6	214	19.4545454545455	3.4276009444222	8.17472627998501	4.118	"Q1"	312	"Oxford University Press"
"European Heart Journal"	"Eur Heart J"	21900290	"N"	0	2012	"Yes"	2.3	78.8	63	6.3	2.74025236771093	6.08606996846647	4.118	"Q1"	312	"Oxford University Press"
"European Heart Journal"	"Eur Heart J"	22003152	"N"	0	2012	"Yes"	2.24	78.1	76	7.6	3.38899752340912	8.13693751787433	4.118	"Q1"	312	"Oxford University Press"
"European Heart Journal"	"Eur Heart J"	23100282	"N"	0	2013	"Yes"	2.5	81.1	72	8	3.19412209386991	7.3413800983994	4.118	"Q1"	312	"Oxford University Press"
"European Heart Journal"	"Eur Heart J"	23853074	"N"	0	2014	"Yes"	2.76	83.5	84	10.5	3.8004218656887	8.83847493176579	4.118	"Q1"	312	"Oxford University Press"
"European Heart Journal"	"Eur Heart J"	24159190	"N"	0	2014	"Yes"	1.06	52.5	27	3.375	3.18001895778373	7.02471337493928	4.118	"Q1"	312	"Oxford University Press"
"European Heart Journal"	"Eur Heart J"	25935875	"N"	0	2015	"Yes"	3.32	87.3	69	9.85714285714286	2.9719388727794	6.26944994207204	4.118	"Q1"	312	"Oxford University Press"
"European Heart Journal"	"Eur Heart J"	28460022	"N"	0	2017	"Yes"	2.52	81.2	44	8.8	3.49136872048521	7.01124014803969	4.118	"Q1"	312	"Oxford University Press"
"European Heart Journal"	"Eur Heart J"	29590334	"N"	0	2018	"Yes"	1.75	70.6	28	7	3.9888080526427	8.00248251488518	4.118	"Q1"	312	"Oxford University Press"
"European Heart Journal"	"Eur Heart J"	30169657	"N"	0	2018	"Yes"	2.06	75.7	31	7.75	3.76573077975813	7.51246327019356	4.118	"Q1"	312	"Oxford University Press"
"European Heart Journal"	"Eur Heart J"	33532862	"Y"	2	2021	"Yes"	4	NA	13	13	3.25340473285142	9.2370430492748	4.118	"Q1"	312	"Oxford University Press"
"European Heart Journal"	"Eur Heart J"	33580673	"N"	0	2021	"Yes"	1.79	NA	5	5	2.79440872537142	6.94428134744733	4.118	"Q1"	312	"Oxford University Press"
"European Heart Journal"	"Eur Heart J"	33677556	"N"	0	2021	"Yes"	3.3	NA	10	10	3.02802167289307	8.11121702967549	4.118	"Q1"	312	"Oxford University Press"
"European Heart Journal"	"Eur Heart J"	34338756	"N"	0	2021	"Yes"	1.98	NA	6	6	3.02496564066084	8.09595163837048	4.118	"Q1"	312	"Oxford University Press"
"European Heart Journal"	"Eur Heart J"	35245370	"N"	0	2022	"Yes"	NA	NA	1	1	1.00005284279888	7.79854111943697	4.118	"Q1"	312	"Oxford University Press"
"European Journal of Applied Physiology"	"Eur J Appl Physiol"	27001664	"N"	0	2016	"Yes"	0.28	14.6	4	0.666666666666667	2.3634902200741	4.49677950723435	0.892	"Q1"	142	"Springer Verlag"
"European Journal of Cancer"	"Eur J Cancer"	33975060	"N"	0	2021	"Yes"	NA	NA	1	1	NA	5.28385424871883	2.865	"Q1"	224	"Elsevier Ltd."
"European Journal of Cancer"	"Eur J Cancer"	34794066	"N"	0	2021	"Yes"	NA	NA	1	1	NA	5.54714899900722	2.865	"Q1"	224	"Elsevier Ltd."
"European Journal of Cancer Prevention"	"Eur J Cancer Prev"	28471803	"N"	0	2018	"Yes"	0.45	24.5	7	1.75	3.85171788556926	7.70134551757782	0.566	"Q2"	81	"Lippincott Williams and Wilkins Ltd."
"European Journal of Clinical Investigation"	"Eur J Clin Invest"	33990960	"N"	0	2021	"Yes"	NA	NA	0	0	NA	NA	1.229	"Q1"	112	"Wiley-Blackwell Publishing Ltd"
"European Journal of Clinical Nutrition"	"Eur J Clin Nutr"	32895509	"N"	0	2021	"Yes"	NA	NA	1	1	NA	7.69150201067756	1.075	"Q1"	165	"Nature Publishing Group"
"European Journal of Clinical Nutrition"	"Eur J Clin Nutr"	33281188	"N"	0	2021	"Yes"	NA	NA	2	2	NA	7.81615224599743	1.075	"Q1"	165	"Nature Publishing Group"
"European Journal of Clinical Nutrition"	"Eur J Clin Nutr"	35132194	"N"	0	2022	"Yes"	NA	NA	0	0	NA	NA	1.075	"Q1"	165	"Nature Publishing Group"
"European Journal of Drug Metabolism and Pharmacokinetics"	"Eur J Drug Metab Pharmacokinet"	22945461	"N"	0	2013	"Yes"	0.16	7.9	4	0.444444444444444	2.75370916356427	5.98086334415786	0.53	"Q2"	39	"Springer Paris"
"European Journal of Endocrinology"	"Eur J Endocrinol"	30324795	"N"	0	2018	"Yes"	0.66	35.4	10	2.5	3.79189031870448	7.5699262172263	1.763	"Q1"	155	"BioScientifica Ltd."
"European Journal of Endocrinology"	"Eur J Endocrinol"	33105104	"N"	0	2020	"Yes"	0	0	0	0	2.38272105801302	5.2809667673716	1.763	"Q1"	155	"BioScientifica Ltd."
"European Journal of Endocrinology"	"Eur J Endocrinol"	33852427	"N"	0	2021	"Yes"	NA	NA	1	1	NA	11.3247067232423	1.763	"Q1"	155	"BioScientifica Ltd."
"European Journal of Endocrinology"	"Eur J Endocrinol"	34288885	"N"	0	2021	"Yes"	NA	NA	2	2	NA	8.83799790409777	1.763	"Q1"	155	"BioScientifica Ltd."
"European Journal of Endocrinology"	"Eur J Endocrinol"	34524976	"N"	0	2021	"Yes"	NA	NA	1	1	NA	7.36746738248692	1.763	"Q1"	155	"BioScientifica Ltd."
"European Journal of Epidemiology"	"Eur J Epidemiol"	31900758	"Y"	1	2020	"Yes"	2.64	82.4	20	10	3.79436176652416	8.40967024864813	3.92	"Q1"	120	"Springer Netherlands"
"European Journal of Gastroenterology and Hepatology"	"Eur J Gastroenterol Hepatol"	29787419	"N"	0	2018	"Yes"	0.89	45.8	13	3.25	3.66282465863482	7.28641612924129	0.685	"Q2"	107	"Lippincott Williams and Wilkins Ltd."
"European Journal of Haematology"	"Eur J Haematol"	28375557	"N"	0	2017	"Yes"	0.53	28.9	12	2.4	4.4970074193745	9.39256262421484	1.057	"Q1"	88	"Wiley-Blackwell Publishing Ltd"
"European Journal of Heart Failure"	"Eur J Heart Fail"	35278270	"N"	0	2022	"Yes"	NA	NA	0	0	NA	NA	5.231	"Q1"	144	"Wiley-Blackwell"
"European Journal of Human Genetics"	"Eur J Hum Genet"	18987618	"N"	0	2009	"Yes"	0.89	46	41	3.15384615384615	3.53896820548052	8.5763304351193	1.713	"Q1"	131	"Nature Publishing Group"
"European Journal of Human Genetics"	"Eur J Hum Genet"	19584900	"N"	0	2010	"Yes"	1.92	73.6	69	5.75	2.99084431691431	6.78787468874933	1.713	"Q1"	131	"Nature Publishing Group"
"European Journal of Human Genetics"	"Eur J Hum Genet"	20068591	"N"	0	2010	"Yes"	1.75	70.6	63	5.25	2.99624007905647	6.80508092499892	1.713	"Q1"	131	"Nature Publishing Group"
"European Journal of Human Genetics"	"Eur J Hum Genet"	20125193	"N"	0	2010	"Yes"	1.9	73.2	73	6.08333333333333	3.20166121134245	7.46013658528279	1.713	"Q1"	131	"Nature Publishing Group"
"European Journal of Human Genetics"	"Eur J Hum Genet"	20808326	"N"	0	2011	"Yes"	1.53	66	46	4.18181818181818	2.73111012001928	6.03259704517958	1.713	"Q1"	131	"Nature Publishing Group"
"European Journal of Human Genetics"	"Eur J Hum Genet"	21150878	"N"	0	2011	"Yes"	2.13	76.7	83	7.54545454545455	3.53751391733293	8.51277494381096	1.713	"Q1"	131	"Nature Publishing Group"
"European Journal of Human Genetics"	"Eur J Hum Genet"	21248740	"N"	0	2011	"Yes"	4.59	92.3	142	12.9090909090909	2.81065119050959	6.27723379629697	1.713	"Q1"	131	"Nature Publishing Group"
"European Journal of Human Genetics"	"Eur J Hum Genet"	21448238	"N"	0	2011	"Yes"	1.9	73.3	62	5.63636363636364	2.95960203229873	6.73534744484208	1.713	"Q1"	131	"Nature Publishing Group"
"European Journal of Human Genetics"	"Eur J Hum Genet"	21971053	"N"	0	2012	"Yes"	3.35	87.5	115	11.5	3.43674862749735	8.28789230954063	1.713	"Q1"	131	"Nature Publishing Group"
"European Journal of Human Genetics"	"Eur J Hum Genet"	22027810	"N"	0	2012	"Yes"	1.15	55.5	32	3.2	2.78107137770097	6.21511044337752	1.713	"Q1"	131	"Nature Publishing Group"
"European Journal of Human Genetics"	"Eur J Hum Genet"	22085899	"N"	0	2012	"Yes"	1.6	67.5	51	5.1	3.19044488426985	7.50925627681476	1.713	"Q1"	131	"Nature Publishing Group"
"European Journal of Human Genetics"	"Eur J Hum Genet"	22293688	"N"	0	2012	"Yes"	2.44	80.4	100	10	4.09932642046193	10.3824887510152	1.713	"Q1"	131	"Nature Publishing Group"
"European Journal of Human Genetics"	"Eur J Hum Genet"	22333899	"N"	0	2012	"Yes"	0.53	28.9	20	2	3.74125260911281	9.25051581289231	1.713	"Q1"	131	"Nature Publishing Group"
"European Journal of Human Genetics"	"Eur J Hum Genet"	24916648	"N"	0	2015	"Yes"	1.21	57.3	34	4.85714285714286	4.01973594861209	9.19508858540194	1.713	"Q1"	131	"Nature Publishing Group"
"European Journal of Human Genetics"	"Eur J Hum Genet"	24916650	"N"	0	2015	"Yes"	0.4	21.7	9	1.28571428571429	3.17894381316946	6.84744511588379	1.713	"Q1"	131	"Nature Publishing Group"
"European Journal of Human Genetics"	"Eur J Hum Genet"	24939585	"N"	0	2015	"Yes"	2.4	80	56	8	3.33371871835592	7.27960459988632	1.713	"Q1"	131	"Nature Publishing Group"
"European Journal of Human Genetics"	"Eur J Hum Genet"	25271088	"N"	0	2015	"Yes"	1.39	62.5	32	4.57142857142857	3.29587365968661	7.17393436215063	1.713	"Q1"	131	"Nature Publishing Group"
"European Journal of Human Genetics"	"Eur J Hum Genet"	25758996	"N"	0	2015	"Yes"	0.26	13.3	6	0.857142857142857	3.31629459907896	7.23095331247732	1.713	"Q1"	131	"Nature Publishing Group"
"European Journal of Human Genetics"	"Eur J Hum Genet"	25758998	"N"	0	2015	"Yes"	0.63	34	14	2	3.16445889524504	6.80700060940197	1.713	"Q1"	131	"Nature Publishing Group"
"European Journal of Human Genetics"	"Eur J Hum Genet"	25898920	"N"	0	2016	"Yes"	1.2	57.1	22	3.66666666666667	3.05205881942314	6.38771058339971	1.713	"Q1"	131	"Nature Publishing Group"
"European Journal of Human Genetics"	"Eur J Hum Genet"	25920553	"N"	0	2016	"Yes"	0.74	39.4	18	3	4.04588686223235	9.11693804496149	1.713	"Q1"	131	"Nature Publishing Group"
"European Journal of Human Genetics"	"Eur J Hum Genet"	26014426	"N"	0	2016	"Yes"	2.89	84.5	58	9.66666666666667	3.34899710794692	7.20315560660263	1.713	"Q1"	131	"Nature Publishing Group"
"European Journal of Human Genetics"	"Eur J Hum Genet"	26486471	"N"	0	2016	"Yes"	1.51	65.5	33	5.5	3.63896265631696	7.99945225293329	1.713	"Q1"	131	"Nature Publishing Group"
"European Journal of Human Genetics"	"Eur J Hum Genet"	27142678	"N"	0	2016	"Yes"	0.75	39.7	16	2.66666666666667	3.56495401712532	7.79621144891683	1.713	"Q1"	131	"Nature Publishing Group"
"European Journal of Human Genetics"	"Eur J Hum Genet"	27189021	"N"	0	2016	"Yes"	1.93	73.6	47	7.83333333333333	4.06775473208664	9.17699108065919	1.713	"Q1"	131	"Nature Publishing Group"
"European Journal of Human Genetics"	"Eur J Hum Genet"	28051079	"N"	0	2017	"Yes"	1.59	67.3	27	5.4	3.39971474652263	6.79420626850729	1.713	"Q1"	131	"Nature Publishing Group"
"European Journal of Human Genetics"	"Eur J Hum Genet"	29379196	"Y"	1	2018	"Yes"	0.85	44.4	12	3	3.51494416629918	6.96157673066916	1.713	"Q1"	131	"Nature Publishing Group"
"European Journal of Human Genetics"	"Eur J Hum Genet"	29483669	"N"	0	2018	"Yes"	0.27	13.7	3	0.75	2.8151399933136	5.42436270682785	1.713	"Q1"	131	"Nature Publishing Group"
"European Journal of Human Genetics"	"Eur J Hum Genet"	29970928	"N"	0	2018	"Yes"	0.23	11.4	3	0.75	3.32836908251299	6.55173945566136	1.713	"Q1"	131	"Nature Publishing Group"
"European Journal of Human Genetics"	"Eur J Hum Genet"	30087447	"Y"	1	2018	"Yes"	2.91	84.7	40	10	3.43097755509449	6.77713277154327	1.713	"Q1"	131	"Nature Publishing Group"
"European Journal of Human Genetics"	"Eur J Hum Genet"	30108283	"N"	0	2018	"Yes"	0.39	20.8	6	1.5	3.85132337022276	7.70047891153763	1.713	"Q1"	131	"Nature Publishing Group"
"European Journal of Human Genetics"	"Eur J Hum Genet"	30202041	"N"	0	2019	"Yes"	0.18	8.8	2	0.666666666666667	3.76200557189924	7.52694476913351	1.713	"Q1"	131	"Nature Publishing Group"
"European Journal of Human Genetics"	"Eur J Hum Genet"	30218097	"N"	0	2019	"Yes"	3.77	89.5	37	12.3333333333333	3.27019447630927	6.49928772554043	1.713	"Q1"	131	"Nature Publishing Group"
"European Journal of Human Genetics"	"Eur J Hum Genet"	30420678	"N"	0	2019	"Yes"	0.95	48.3	12	4	4.21446891257289	8.47238325797678	1.713	"Q1"	131	"Nature Publishing Group"
"European Journal of Human Genetics"	"Eur J Hum Genet"	30659259	"N"	0	2019	"Yes"	0.93	47.5	9	3	3.23104787098278	6.4174894801221	1.713	"Q1"	131	"Nature Publishing Group"
"European Journal of Human Genetics"	"Eur J Hum Genet"	30679814	"N"	0	2019	"Yes"	1.35	61.5	18	6	4.44062260942384	8.94493957398405	1.713	"Q1"	131	"Nature Publishing Group"
"European Journal of Human Genetics"	"Eur J Hum Genet"	30760885	"N"	0	2019	"Yes"	0.25	12.6	2	0.666666666666667	2.69505327846393	5.29750942422472	1.713	"Q1"	131	"Nature Publishing Group"
"European Journal of Human Genetics"	"Eur J Hum Genet"	31231134	"Y"	2	2019	"Yes"	0.95	48.3	12	4	4.2152585539799	8.47403324221078	1.713	"Q1"	131	"Nature Publishing Group"
"European Journal of Human Genetics"	"Eur J Hum Genet"	31363184	"N"	0	2019	"Yes"	0.07	3.2	1	0.333333333333333	5.10869674290312	10.3409046001264	1.713	"Q1"	131	"Nature Publishing Group"
"European Journal of Human Genetics"	"Eur J Hum Genet"	31488892	"N"	0	2020	"Yes"	1.87	72.7	14	7	3.74238555096505	8.29447226265715	1.713	"Q1"	131	"Nature Publishing Group"
"European Journal of Human Genetics"	"Eur J Hum Genet"	31591516	"Y"	1	2020	"Yes"	1.07	52.8	9	4.5	4.20634957247488	9.32278339064656	1.713	"Q1"	131	"Nature Publishing Group"
"European Journal of Human Genetics"	"Eur J Hum Genet"	32047268	"N"	0	2020	"Yes"	0.73	38.9	6	3	4.09784041678007	9.08228807825877	1.713	"Q1"	131	"Nature Publishing Group"
"European Journal of Human Genetics"	"Eur J Hum Genet"	32404885	"Y"	31	2020	"Yes"	35.01	99.9	275	137.5	3.92760285095318	8.70498040950472	1.713	"Q1"	131	"Nature Publishing Group"
"European Journal of Human Genetics"	"Eur J Hum Genet"	32963334	"Y"	3	2021	"Yes"	NA	NA	1	1	NA	7.24706338096604	1.713	"Q1"	131	"Nature Publishing Group"
"European Journal of Human Genetics"	"Eur J Hum Genet"	33110245	"Y"	1	2021	"Yes"	NA	NA	3	3	NA	12.6092450896166	1.713	"Q1"	131	"Nature Publishing Group"
"European Journal of Human Genetics"	"Eur J Hum Genet"	33772158	"Y"	2	2021	"Yes"	NA	NA	4	4	NA	5.81937599493138	1.713	"Q1"	131	"Nature Publishing Group"
"European Journal of Medical Genetics"	"Eur J Med Genet"	30031151	"N"	0	2019	"Yes"	0.88	45.6	8	2.66666666666667	3.02503791848109	5.98702424532563	0.748	"Q2"	57	"Elsevier Masson s.r.l."
"European Journal of Neurology"	"Eur J Neurol"	33428804	"N"	0	2021	"Yes"	NA	NA	3	3	NA	6.33929982447242	1.662	"Q1"	130	"Wiley-Blackwell Publishing Ltd"
"European Journal of Obstetrics, Gynecology and Reproductive Biology"	"Eur J Obstet Gynecol Reprod Biol"	28881265	"N"	0	2017	"Yes"	0.76	40.3	12	2.4	3.15025625607569	6.20349599569249	0.635	"Q2"	104	"Elsevier Ireland Ltd"
"European Journal of Pain"	"Eur J Pain"	24974787	"N"	0	2015	"Yes"	2.29	78.7	50	7.14285714285714	3.11733936869585	6.67543438259401	0.839	"Q1"	114	"Wiley-Blackwell"
"European Neuropsychopharmacology"	"Eur Neuropsychopharmacol"	22981920	"N"	0	2013	"Yes"	0.86	44.8	22	2.44444444444444	2.83412060341211	6.22926910978729	1.324	"Q1"	118	"Elsevier"
"European Neuropsychopharmacology"	"Eur Neuropsychopharmacol"	28641744	"N"	0	2017	"Yes"	1.6	67.4	24	4.8	3.0057718370182	5.86136119624737	1.324	"Q1"	118	"Elsevier"
"European Neuropsychopharmacology"	"Eur Neuropsychopharmacol"	31085060	"N"	0	2019	"Yes"	0.23	11.9	2	0.666666666666667	2.85399954236707	5.62963338221905	1.324	"Q1"	118	"Elsevier"
"European Neuropsychopharmacology"	"Eur Neuropsychopharmacol"	31606302	"N"	0	2019	"Yes"	0.35	18.6	4	1.33333333333333	3.80039865934095	7.60716851172198	1.324	"Q1"	118	"Elsevier"
