PMID	Public_ss	ds_count	journal	year	is_research_article	relative_citation_ratio	nih_percentile	citation_count	citations_per_year	expected_citations_per_year	field_citation_rate
22432041	N	0	PLoS One	2012	Yes	2.56	81.6	70	7	2.7365558352652	6.12362780412669
22437316	N	0	J Invest Dermatol	2012	Yes	2.71	83	67	6.7	2.47439287672114	5.28856914787235
22437554	N	0	J Nutr	2012	Yes	0.7	37.4	19	1.9	2.71346623581918	6.05008129704603
22438815	N	0	PLoS Genet	2012	Yes	13.05	98.8	399	39.9	3.05842271768929	7.14885931594098
22443383	N	0	Br J Haematol	2012	Yes	1.54	66.2	41	4.1	2.66097078425324	5.88286934045397
22445761	N	0	Psychiatry Res	2012	Yes	0.64	34.5	16	1.6	2.49327844032366	5.34872468415447
22446040	N	0	Gene	2012	Yes	0.23	11.8	9	0.9	3.88233275167289	9.77323161351393
22446961	N	0	Nat Genet	2012	Yes	4.59	92.3	133	13.3	2.89998510808702	6.64419344663057
22446962	N	0	Nat Genet	2012	Yes	6.61	95.8	192	19.2	2.90548254083953	6.66170423012439
22446963	N	0	Nat Genet	2012	Yes	6.25	95.4	212	21.2	3.39121656593919	8.20889611622966
22449649	N	0	J Am Acad Child Adolesc Psychiatry	2012	Yes	0.37	19.9	12	1.2	3.21524171875019	7.6483694871273
22451204	N	0	Ann Neurol	2012	Yes	6.21	95.4	200	20	3.21820338812727	7.65780319074443
22452962	N	0	Breast Cancer Res	2012	Yes	2.98	85.2	100	10	3.35046058959871	8.07907750636114
22455414	N	0	N Engl J Med	2012	Yes	3.05	85.6	93	9.3	3.04910947082882	7.11919415099217
22456796	N	0	Hum Mol Genet	2012	Yes	2.08	75.9	70	7	3.37335958133896	8.15201687727146
22457343	N	0	Mult Scler	2012	Yes	1.01	50.7	36	3.6	3.55485699327325	8.73013434193997
22466613	Y	1	Nat Genet	2012	Yes	4.8	92.9	147	14.7	3.06494163897123	7.16962381171931
22470424	N	0	PLoS One	2012	Yes	1.33	60.9	42	4.2	3.16146140472604	7.47706490233261
22472174	N	0	Clin Cancer Res	2012	Yes	0.52	28.3	18	1.8	3.43971437899465	8.36337453235025
22472876	N	0	Mol Psychiatry	2013	Yes	28.15	99.8	741	82.3333333333333	2.92471587748893	6.56258855927173
22479191	N	0	PLoS Genet	2012	Yes	4.25	91.3	138	13.8	3.24662448468381	7.74833193222487
22479202	Y	1	PLoS Genet	2012	Yes	9.81	98	318	31.8	3.24082088075893	7.72984591222471
22479309	N	0	PLoS One	2012	Yes	0.06	3.2	2	0.2	3.07751103781865	7.20966068561538
22479346	N	0	PLoS One	2012	Yes	2.02	75.2	61	6.1	3.01302725723462	7.00426271687202
22479419	N	0	PLoS One	2012	Yes	1.44	63.9	44	4.4	3.04747657476904	7.11399294332708
22482804	N	0	Am J Hum Genet	2012	Yes	5.91	95	196	19.6	3.31695959452969	7.97236793884296
22484627	Y	1	Nat Genet	2012	Yes	7.62	96.8	240	24	3.14894049394976	7.43718247582205
22488850	N	0	Am J Med Genet B Neuropsychiatr Genet	2012	Yes	0.99	49.8	30	3	3.04014522156692	7.09064063609234
22491018	N	0	Pharmacogenomics J	2013	Yes	1.08	53.2	30	3.33333333333333	3.08311766973894	7.05326046642812
22492993	N	0	Hum Mol Genet	2012	Yes	0.77	40.6	26	2.6	3.38894065945418	8.20164674956977
22493691	N	0	PLoS One	2012	Yes	2.79	83.7	95	9.5	3.41017791888176	8.26929306169031
22494929	N	0	Hum Mol Genet	2012	Yes	0.93	47.6	29	2.9	3.11278722297172	7.32202470506075
22497812	N	0	J Viral Hepat	2012	Yes	0.9	46.2	30	3	3.34357536550272	8.0571462388261
22503698	N	0	Oral Oncol	2012	Yes	0.73	38.6	19	1.9	2.61890598614438	5.74888178561605
22504417	N	0	Nat Genet	2012	Yes	14.73	99.1	430	43	2.91957203767377	6.7065830198628
22504418	N	0	Nat Genet	2012	Yes	2.73	83.2	91	9.1	3.33003391571179	8.0140131244878
22504419	N	0	Nat Genet	2012	Yes	2.49	80.9	83	8.3	3.33470581831174	8.02889437517603
22504420	Y	2	Nat Genet	2012	Yes	26.35	99.7	781	78.1	2.963822450413	6.84753233782113
22504421	N	0	Nat Genet	2012	Yes	5.18	93.7	160	16	3.08879484587368	7.24560261137099
22508271	N	0	Genet Epidemiol	2012	Yes	0.68	36.4	23	2.3	3.38320694535106	8.18338334721542
22509378	N	0	PLoS One	2012	Yes	0.56	30.6	13	1.3	2.30231171768702	4.74044494974859
22511988	N	0	PLoS One	2012	Yes	0.47	25.4	12	1.2	2.55494263162502	5.54514151211941
22513714	N	0	J Hum Genet	2012	Yes	0.27	14.2	8	0.8	2.91416081350347	6.68934683360125
22524403	N	0	Addiction	2012	Yes	1.82	71.9	55	5.5	3.01732912029415	7.01796529333755
22526605	N	0	Diabetologia	2012	Yes	1.16	55.8	32	3.2	2.76140759057459	6.20278724567965
22532574	N	0	Hum Mol Genet	2012	Yes	0.78	41.1	26	2.6	3.33529414033729	8.03076833709203
22533364	N	0	Rejuvenation Res	2012	Yes	0.6	32.6	17	1.7	2.82000242331285	6.38942735136658
22538805	N	0	Am J Respir Crit Care Med	2012	Yes	1.96	74.2	62	6.2	3.16712985003445	7.49512040623972
22541561	N	0	Am J Hum Genet	2012	Yes	1.67	69	50	5	2.9889386893356	6.92753422993184
22542470	N	0	Vaccine	2012	Yes	1.63	68.1	58	5.8	3.56768512109544	8.77099533634186
22544364	N	0	Nat Genet	2012	Yes	1.41	62.9	52	5.2	3.70005844065925	9.19263951892497
22544366	N	0	Nat Genet	2012	Yes	13.61	98.9	424	42.4	3.11570664567001	7.33132384178477
22550155	N	0	Circulation	2012	Yes	0.51	27.7	18	1.8	3.51486340297332	8.60274413410848
22551897	N	0	J Hum Genet	2012	Yes	2.45	80.5	79	7.9	3.2250959531822	7.67975784118354
22554406	N	0	Genes Brain Behav	2012	Yes	1.66	68.9	42	4.2	2.52316748086885	5.4439292171404
22556244	N	0	Science	2012	Yes	1.98	74.4	67	6.7	3.39009162860115	8.2053128920126
22558069	N	0	PLoS One	2012	Yes	0.83	43.4	29	2.9	3.49313371496816	8.53352930617401
22558097	N	0	PLoS One	2012	Yes	1.27	59.4	41	4.1	3.21633896977206	7.6518645230736
22560479	N	0	J Allergy Clin Immunol	2012	Yes	1.23	58	39	3.9	3.17547458796869	7.5217006130121
22561518	Y	1	Nat Genet	2012	Yes	5.89	94.9	205	20.5	3.48090648754764	8.49458233915703
22561531	N	0	Thorax	2012	Yes	3.81	89.7	122	12.2	3.20307028696343	7.60960024402375
22566498	N	0	Hypertension	2012	Yes	1.46	64.2	45	4.5	3.0916446771802	7.25468008102799
22566560	N	0	Arch Gen Psychiatry	2012	Yes	4.72	92.7	129	12.9	2.73586521001717	6.12142797927423
22566624	N	0	Proc Natl Acad Sci U S A	2012	Yes	3.69	89.2	120	12	3.25086699599616	7.76184545761117
22566634	N	0	Proc Natl Acad Sci U S A	2012	Yes	3.31	87.3	107	10.7	3.23229833718669	7.70269934726823
22569225	N	0	Pharmacogenet Genomics	2012	Yes	1.67	68.9	55	5.5	3.29945665832198	7.91661643805398
22570617	N	0	PLoS Genet	2012	Yes	7.89	97	210	21	2.66032040551609	5.88079771142858
22570627	N	0	PLoS Genet	2012	Yes	4.97	93.3	124	12.4	2.49728898587727	5.36149933698662
22570697	N	0	PLoS One	2012	Yes	1.1	53.9	35	3.5	3.17741737135983	7.52788889413697
22581228	Y	4	Nat Genet	2012	Yes	16.16	99.2	535	53.5	3.31024871469104	7.95099200407526
22584459	N	0	Pharmacogenomics J	2013	Yes	0.63	33.8	17	1.88888888888889	3.01595401660688	6.84521157186837
22589738	N	0	PLoS Genet	2012	Yes	5.62	94.5	182	18.2	3.23764323092275	7.71972425347863
22589742	N	0	PLoS Genet	2012	Yes	1.23	58	40	4	3.2559600102366	7.77806806072613
22605921	N	0	Mol Vis	2012	Yes	1.32	60.5	35	3.5	2.66082852899387	5.88241621966834
22610502	N	0	Hum Genet	2012	Yes	1.48	64.7	56	5.6	3.79363740688872	9.49071338194221
22613542	N	0	Chin Med J (Engl)	2012	Yes	0.51	27.4	14	1.4	2.76793903714166	6.22359163781798
22628157	N	0	Am J Med Genet B Neuropsychiatr Genet	2012	Yes	0.73	38.9	22	2.2	3.010169074377	6.99515864530649
22628180	N	0	Am J Med Genet B Neuropsychiatr Genet	2012	Yes	2.05	75.6	57	5.7	2.77782215790138	6.25507200250047
22633400	N	0	Am J Hum Genet	2012	Yes	3.44	88	98	9.8	2.85189664565363	6.49101892096924
22634755	N	0	Nat Genet	2012	Yes	4.61	92.4	178	17.8	3.86305700977478	9.71183325572483
22637743	N	0	Carcinogenesis	2012	Yes	1.18	56.5	39	3.9	3.30144157641623	7.92293892939967
22648509	N	0	J Mol Neurosci	2012	Yes	0.46	24.8	13	1.3	2.83365588160107	6.43291724251941
22658654	N	0	Parkinsonism Relat Disord	2012	Yes	0.7	37.2	21	2.1	3.01562914858043	7.01255043189865
22658931	N	0	Vaccine	2012	Yes	0.57	30.9	18	1.8	3.15369622577601	7.45233074486199
22661486	N	0	Invest Ophthalmol Vis Sci	2012	Yes	1.72	69.9	39	3.9	2.27348682673888	4.64863001587878
22664479	N	0	Pharmacogenomics J	2013	Yes	0.79	41.6	23	2.55555555555556	3.23231191034167	7.51541068287104
22665904	N	0	Clin Cancer Res	2012	Yes	1.04	51.9	36	3.6	3.44565376627584	8.38229305840576
22666496	N	0	PLoS One	2012	Yes	0.86	44.8	27	2.7	3.12899982639424	7.3736661532027
22672568	N	0	J Thromb Haemost	2012	Yes	3.67	89.1	115	11.5	3.13165200783217	7.38211405553032
22673310	N	0	Genes Immun	2012	Yes	0.39	21.1	14	1.4	3.54576463693037	8.7011727719606
22673963	N	0	Hum Genet	2012	Yes	1.66	68.9	45	4.5	2.70383260550396	6.01939562569661
22675492	N	0	PLoS One	2012	Yes	1.53	65.9	48	4.8	3.14170710087036	7.41414219759745
22678113	N	0	Neurogenetics	2012	Yes	0.86	44.7	26	2.6	3.01961606725056	7.02524982683136
22683712	N	0	Nat Genet	2012	Yes	7.18	96.4	207	20.7	2.8817434765655	6.5860890050617
22683750	N	0	Heart Rhythm	2012	Yes	1.27	59.1	41	4.1	3.23973151657574	7.72637599795446
22685421	N	0	PLoS Genet	2012	Yes	2.54	81.5	72	7.2	2.83076319699053	6.4237032737068
22688191	N	0	Mol Psychiatry	2012	Yes	5.09	93.5	162	16.2	3.18047002321264	7.53761240110521
22692763	N	0	J Bone Miner Res	2012	Yes	1	50.2	33	3.3	3.30339366703959	7.92915685653128
22693232	N	0	J Infect Dis	2012	Yes	1.97	74.4	61	6.1	3.09214206816271	7.25626440341967
22693455	N	0	PLoS Genet	2012	Yes	4.37	91.7	148	14.8	3.38631978481053	8.19329856769736
22693459	N	0	PLoS Genet	2012	Yes	2	74.9	62	6.2	3.0924219610291	7.25715593654169
22694930	N	0	J Allergy Clin Immunol	2012	Yes	2.81	83.8	98	9.8	3.49171724563196	8.52901747510878
22694956	N	0	Hum Mol Genet	2012	Yes	2.33	79.2	68	6.8	2.91741754248732	6.69972038043694
22699663	N	0	J Dent Res	2012	Yes	3.28	87.1	93	9.3	2.83434987951622	6.43512781021245
22700719	N	0	Blood	2012	Yes	1.37	62.1	55	5.5	4.00005159375805	10.1481973929413
22701019	N	0	Arterioscler Thromb Vasc Biol	2012	Yes	0.86	44.6	27	2.7	3.14464939901434	7.42351419869193
22703881	N	0	Am J Hum Genet	2012	Yes	1.98	74.5	67	6.7	3.38924401812644	8.20261302751624
22704111	N	0	J Urol	2012	Yes	0.45	24.3	14	1.4	3.10426289780912	7.29487246526574
22705344	N	0	Ophthalmology	2012	Yes	2.04	75.4	59	5.9	2.89378461225725	6.62444322049463
22719876	N	0	PLoS One	2012	Yes	6.25	95.4	176	17.6	2.81610523374005	6.37701376744188
22726844	N	0	Am J Hum Genet	2012	Yes	0.65	35.2	21	2.1	3.20794832648874	7.62513809557143
22737229	N	0	PLoS One	2012	Yes	3.49	88.2	113	11.3	3.23911965613138	7.72442705992248
22744181	N	0	Sci China Life Sci	2012	Yes	0.22	11.3	8	0.8	3.57480856656909	8.79368540223891
22745009	N	0	Ann Neurol	2012	Yes	1.52	65.7	47	4.7	3.09814794469785	7.27539471540927
22745674	N	0	PLoS One	2012	Yes	0.9	46.4	34	3.4	3.77030455601441	9.41639205445225
22747683	N	0	BMC Med Genet	2012	Yes	1.49	65.1	49	4.9	3.27763597652507	7.84711177072386
22751097	N	0	Nat Genet	2012	Yes	6.4	95.6	220	22	3.43943058310731	8.36247056706984
22754043	N	0	Sleep	2012	Yes	1.91	73.4	44	4.4	2.30362593596458	4.74463108403308
22760553	N	0	Transl Psychiatry	2012	Yes	1.12	54.5	31	3.1	2.76814692220245	6.22425380695309
22763110	Y	1	Lancet	2012	Yes	8.48	97.3	245	24.5	2.88916195216217	6.60971882026373
22763476	N	0	Hypertens Res	2012	Yes	0.21	10.3	8	0.8	3.88035059667821	9.76691792337428
22764253	N	0	Neurology	2012	Yes	2.94	84.9	82	8.2	2.78801115675774	6.28752667016529
22773346	N	0	Age (Dordr)	2013	Yes	0.43	23.1	14	1.55555555555556	3.63008497025032	8.74756887469726
22780124	N	0	Addict Biol	2013	Yes	1.51	65.5	36	4	2.64757830926598	5.7041158285465
22785395	N	0	J Alzheimers Dis	2012	Yes	0.32	17.1	12	1.2	3.70102820821711	9.19572848617744
22788528	N	0	Int J Immunogenet	2013	Yes	0.58	31.1	20	2.22222222222222	3.86187682453673	9.46557685674409
22791750	N	0	Hum Mol Genet	2012	Yes	1.5	65.2	50	5	3.3387058231408	8.04163545300075
22792070	N	0	PLoS Genet	2012	Yes	3.34	87.4	107	10.7	3.20649389349965	7.62050534018819
22792071	N	0	PLoS Genet	2012	Yes	5.64	94.6	175	17.5	3.10069120272488	7.28349566774195
22792082	N	0	PLoS Genet	2012	Yes	2.44	80.4	80	8	3.2812044110706	7.85847818256584
22792221	N	0	PLoS One	2012	Yes	1.63	68.1	42	4.2	2.58362332022304	5.63649712320238
22794196	N	0	Twin Res Hum Genet	2012	Yes	0.22	11.4	8	0.8	3.55927405512333	8.74420385715144
22797724	N	0	Nat Genet	2012	Yes	3.39	87.7	125	12.5	3.68278954794889	9.13763350883951
22797727	N	0	Nat Genet	2012	Yes	6.03	95.1	195	19.5	3.23650924106659	7.71611219458691
22807686	N	0	PLoS Genet	2012	Yes	4.23	91.3	145	14.5	3.42925950966361	8.33007299660552
22808956	N	0	N Engl J Med	2012	Yes	19.82	99.5	550	55	2.77496226895948	6.24596249660339
22814818	N	0	Hum Genet	2012	Yes	1.67	68.9	39	3.9	2.34134725255146	4.86478349654825
22821403	N	0	Hepatology	2013	Yes	3.29	87.1	98	10.8888888888889	3.3127083937993	7.76445013694842
22823124	N	0	Addict Biol	2013	Yes	1.57	66.9	39	4.33333333333333	2.754660122124	6.0358168566124
22828495	N	0	Transl Psychiatry	2012	Yes	0.33	17.5	10	1	3.01906496293951	7.02349441322145
22829776	N	0	PLoS Genet	2012	Yes	3.43	87.9	107	10.7	3.11612738143968	7.3326639969631
22832960	N	0	Transl Psychiatry	2012	Yes	1.25	58.7	38	3.8	3.03571669973923	7.0765346178083
22832961	N	0	Transl Psychiatry	2012	Yes	4.73	92.7	148	14.8	3.12940487448646	7.37495633896154
22832964	N	0	Transl Psychiatry	2012	Yes	2.54	81.5	77	7.7	3.03194246386399	7.06451267406816
22833195	N	0	Transl Psychiatry	2011	Yes	1.14	55.2	39	3.54545454545455	3.10815276262158	7.24290058677799
22833209	N	0	Transl Psychiatry	2011	Yes	0.62	33.6	23	2.09090909090909	3.35415335118557	8.00446648485012
22837378	N	0	Am J Respir Crit Care Med	2012	Yes	4.15	91	130	13	3.13575776649147	7.3951919873937
22837380	N	0	Am J Respir Crit Care Med	2012	Yes	1.04	51.9	33	3.3	3.15998041061029	7.47234754270601
22841784	N	0	Gastroenterology	2012	Yes	3.02	85.4	103	10.3	3.41545689303734	8.28610799652795
22843499	N	0	Hum Mol Genet	2012	Yes	0.56	30.3	20	2	3.57133726997615	8.78262840057681
22843503	N	0	Hum Mol Genet	2012	Yes	0.95	48.2	30	3	3.16888257988591	7.50070331636045
22843504	N	0	Hum Mol Genet	2012	Yes	7.2	96.4	234	23.4	3.24959186541599	7.75778382802497
22843789	N	0	Clin Cancer Res	2012	Yes	4.61	92.4	143	14.3	3.10372109429674	7.29314667717
22856363	N	0	Twin Res Hum Genet	2012	Yes	0.61	33	20	2	3.26663625317034	7.81207473019463
22863731	N	0	Nat Genet	2012	Yes	0.69	37.1	24	2.4	3.46294688928664	8.43737624843394
22863734	N	0	Nat Genet	2012	Yes	7.01	96.3	229	22.9	3.26546000167153	7.80832805674594
22864923	N	0	Immunogenetics	2012	Yes	0.66	35.3	20	2	3.04351280360727	7.10136727935674
22864933	N	0	Cancer	2012	Yes	0.66	35.2	23	2.3	3.50675080206949	8.57690334543602
22869035	N	0	Mol Psychiatry	2013	Yes	5.75	94.7	148	16.4444444444444	2.85952228136651	6.36064219433867
22872573	N	0	Clin Cancer Res	2012	Yes	1.17	56.1	43	4.3	3.67573384276442	9.11515921375605
22881374	N	0	Ann Hum Genet	2012	Yes	0.82	42.9	26	2.6	3.17206061481586	7.51082620173246
22883433	N	0	Biol Psychiatry	2012	Yes	3.69	89.2	118	11.8	3.19630071647435	7.58803736394555
22885689	N	0	Am J Psychiatry	2012	Yes	1.32	60.7	44	4.4	3.3278735618437	8.00713182360477
22885922	Y	1	Nat Genet	2012	Yes	39.8	99.9	1283	128.3	3.22378681071284	7.67558787469637
22885925	N	0	Nat Genet	2012	Yes	12.25	98.7	339	33.9	2.76672253577007	6.21971675783366
22886559	N	0	Hum Genet	2012	Yes	5.16	93.7	177	17.7	3.4334553709285	8.34343792919993
22889921	N	0	Mol Psychiatry	2013	Yes	7.01	96.3	186	20.6666666666667	2.94761545903664	6.63352324499398
22889924	N	0	Mol Psychiatry	2013	Yes	4.17	91.1	114	12.6666666666667	3.03593029050341	6.907090899567
22890011	N	0	Pharmacogenet Genomics	2012	Yes	0.44	23.8	13	1.3	2.94210753820484	6.77836457472473
22895189	N	0	Nature	2012	Yes	4.63	92.5	152	15.2	3.28321750955367	7.86489043593494
22899653	N	0	Hum Mol Genet	2012	Yes	4.03	90.6	147	14.7	3.64848034238111	9.02834957621341
22903471	N	0	Brain Imaging Behav	2013	Yes	0.83	43.3	23	2.55555555555556	3.08691213217809	7.06501434935586
22907691	N	0	Int J Obes (Lond)	2013	Yes	0.99	49.8	24	2.66666666666667	2.7021049947564	5.87301993234775
22907730	N	0	Pharmacogenomics J	2013	Yes	1.94	73.9	52	5.77777777777778	2.97212768580526	6.70945332688488
22911860	N	0	PLoS One	2012	Yes	0.78	41.3	24	2.4	3.06686249850663	7.17574225954042
22911880	N	0	Am J Med Genet B Neuropsychiatr Genet	2012	Yes	1.28	59.7	37	3.7	2.8794684491462	6.57884243845956
22915352	N	0	Am J Med Genet B Neuropsychiatr Genet	2012	Yes	0.85	44.2	25	2.5	2.94240102546141	6.77929940959025
22916037	N	0	PLoS Genet	2012	Yes	3.2	86.6	113	11.3	3.53366997073913	8.66264804766853
22922229	Y	1	Hum Mol Genet	2012	Yes	2.97	85.1	106	10.6	3.57010036916306	8.77868854295301
22922875	N	0	Nat Genet	2012	Yes	4.65	92.5	131	13.1	2.81465671686071	6.37239985643958
22923026	N	0	Cancer Epidemiol Biomarkers Prev	2012	Yes	0.96	48.7	39	3.9	4.06681662808782	10.3608617607902
22923054	N	0	Hum Genet	2013	Yes	1.64	68.5	55	6.11111111111111	3.71581599702434	9.01313282957532
22925353	N	0	J Affect Disord	2013	Yes	1.18	56.5	31	3.44444444444444	2.91701913221858	6.53874680453489
22935194	N	0	Child Dev	2013	Yes	1.44	63.8	45	5	3.4767231860871	8.27250910389935
22936669	N	0	Gut	2013	Yes	0.9	46.4	33	3.66666666666667	4.063228147414	10.0892909965987
22936693	N	0	Hum Mol Genet	2012	Yes	3.12	86.1	106	10.6	3.39880773342469	8.23307600096644
22936694	N	0	Hum Mol Genet	2012	Yes	1.68	69.2	52	5.2	3.09290069245257	7.25868082328163
22936702	N	0	Eur Respir J	2013	Yes	1.11	54.1	30	3.33333333333333	3.00761092408896	6.81936766531149
22939635	N	0	Am J Hum Genet	2012	Yes	2.55	81.5	85	8.5	3.33565749649154	8.0319257229546
22941190	N	0	Nat Genet	2012	Yes	3.54	88.5	118	11.8	3.33756398238088	8.03799838689526
22941191	N	0	Nat Genet	2012	Yes	5.33	94	188	18.8	3.52810892155555	8.64493462894456
22945461	N	0	Eur J Drug Metab Pharmacokinet	2013	Yes	0.16	7.9	4	0.444444444444444	2.73686992980199	5.98070922511827
22949513	N	0	Hum Mol Genet	2012	Yes	3.34	87.4	108	10.8	3.23832644507879	7.72190047203462
22951594	N	0	J Hum Genet	2012	Yes	0.66	35.3	26	2.6	3.95235388267329	9.99626751411305
22951595	N	0	J Hum Genet	2012	Yes	1.03	51.3	30	3	2.91949966127237	6.70635248180038
22951725	N	0	J Invest Dermatol	2013	Yes	1.39	62.5	40	4.44444444444444	3.20500885298697	7.43083560936249
22952603	N	0	PLoS One	2012	Yes	1.86	72.5	58	5.8	3.11779389896727	7.33797229793339
22956598	N	0	Ann Rheum Dis	2013	Yes	3.24	86.9	81	9	2.7764081996448	6.10318459609649
22959728	N	0	Neurobiol Aging	2013	Yes	1.76	70.7	54	6	3.41354947674486	8.07681962333981
22960237	N	0	Bone	2012	Yes	0.18	8.7	6	0.6	3.39187718788271	8.21100037258807
22960999	N	0	Nat Genet	2012	Yes	5.32	94	185	18.5	3.47990254162682	8.49138450474041
22961000	Y	1	Nat Genet	2012	Yes	5.11	93.6	184	18.4	3.60429949652231	8.88762184724696
22961001	N	0	Nat Genet	2012	Yes	3.62	88.9	119	11.9	3.29087975425669	7.88929672048839
22961080	N	0	Diabetes	2013	Yes	4.08	90.7	125	13.8888888888889	3.40521062042608	8.05098883900765
22961961	N	0	Stroke	2012	Yes	2.67	82.7	84	8.4	3.1487766117374	7.4366604674468
22968431	N	0	Pharmacogenet Genomics	2012	Yes	3.14	86.2	84	8.4	2.67671371862462	5.9330147679189
22969067	N	0	Invest Ophthalmol Vis Sci	2012	Yes	1.03	51.3	26	2.6	2.52743669968301	5.45752781301379
22976474	N	0	Hum Mol Genet	2012	Yes	3.65	89	136	13.6	3.7299253265265	9.28777348337716
22981920	N	0	Eur Neuropsychopharmacol	2013	Yes	0.87	45	22	2.44444444444444	2.81698179734279	6.2288670412247
22982463	N	0	Arterioscler Thromb Vasc Biol	2012	Yes	4.07	90.7	109	10.9	2.67763325094906	5.93594372260988
22982992	Y	1	Nature	2012	Yes	7.91	97	269	26.9	3.40002083230837	8.23694004312303
22986903	N	0	Hum Genet	2013	Yes	1.14	55.3	33	3.66666666666667	3.203184683893	7.42518498814413
22990015	N	0	Blood	2012	Yes	1.48	64.8	45	4.5	3.04263606916647	7.09857464729273
22990020	N	0	Blood	2012	Yes	1.96	74.1	64	6.4	3.27177572734789	7.82844532054955
22993228	N	0	Ann Rheum Dis	2013	Yes	2.98	85.2	73	8.11111111111111	2.71991003668035	5.92817356257962
22997280	N	0	Clin Chem	2012	Yes	2.6	82	78	7.8	3.00343430895442	6.97370662860972
23000144	Y	1	Am J Hum Genet	2012	Yes	5.11	93.6	175	17.5	3.42467338931109	8.31546498516005
23001122	N	0	Nat Genet	2012	Yes	1.75	70.6	66	6.6	3.77000054651225	9.41542370343969
23001564	N	0	Hum Mol Genet	2012	Yes	4.29	91.5	150	15	3.4992978683648	8.55316377200752
23001997	N	0	Arthritis Rheum	2012	Yes	4.08	90.8	124	12.4	3.03608620578292	7.07771159270221
23006423	N	0	BMC Cancer	2012	Yes	0.79	41.7	27	2.7	3.40470040279343	8.25184571806203
23007406	N	0	Blood	2012	Yes	2.27	78.5	81	8.1	3.57146499454086	8.78303523724042
23010768	N	0	Transl Psychiatry	2012	Yes	0.42	22.5	13	1.3	3.11185380761471	7.31905152922356
23017229	N	0	Cytokine	2012	Yes	0.45	24.1	15	1.5	3.35185732350578	8.08352647484266
23021708	N	0	Int J Radiat Oncol Biol Phys	2013	Yes	1.78	71.1	51	5.66666666666667	3.1850113995334	7.36889067499678
23022100	N	0	Am J Hum Genet	2012	Yes	1.31	60.5	53	5.3	4.03229477151518	10.2509004782313
23023329	N	0	Nat Genet	2012	Yes	3.65	89	135	13.5	3.69579522640598	9.17906004917293
23028341	N	0	PLoS Genet	2012	Yes	1.14	55.2	36	3.6	3.15401589128499	7.45334896441468
23028342	N	0	PLoS Genet	2012	Yes	5.27	93.9	161	16.1	3.05753699238435	7.14603804558661
23028347	N	0	PLoS Genet	2012	Yes	5.57	94.4	167	16.7	2.99931266689573	6.96057810390047
23028356	N	0	PLoS Genet	2012	Yes	0.98	49.6	37	3.7	3.76802541067213	9.40913237117168
23028483	N	0	PLoS One	2012	Yes	2.45	80.5	79	7.9	3.23068571157733	7.69756270637175
23031429	N	0	Twin Res Hum Genet	2012	Yes	0.68	36.4	21	2.1	3.09443248498577	7.26355998936038
23041239	N	0	Lancet Neurol	2012	Yes	10.33	98.1	328	32.8	3.17588546674085	7.52300937103524
23041938	N	0	Ann Rheum Dis	2013	Yes	3.1	86	82	9.11111111111111	2.93601737502449	6.59759654289823
23042114	N	0	Nat Genet	2012	Yes	6.33	95.5	212	21.2	3.34964616912607	8.07648336083696
23043469	N	0	Br J Haematol	2013	Yes	0.74	39.3	24	2.66666666666667	3.60886056516032	8.68182328447484
23047291	N	0	Pharmacogenet Genomics	2012	Yes	0.82	42.9	30	3	3.66834691502744	9.09162988686659
23049088	N	0	Invest Ophthalmol Vis Sci	2012	Yes	1.33	60.9	39	3.9	2.93581383315492	6.75831745246521
23049750	N	0	PLoS One	2012	Yes	1.1	53.9	36	3.6	3.26696870772022	7.8131336862395
23053960	N	0	Mol Biol Rep	2012	Yes	2.23	78	74	7.4	3.32325227896106	7.9924118101613
23054467	N	0	J Thromb Thrombolysis	2013	Yes	0.69	36.9	17	1.88888888888889	2.73830121908705	5.98514284568039
23055271	N	0	Ann Neurol	2012	Yes	3.28	87.1	104	10.4	3.1716276795894	7.50944718804396
23056639	N	0	PLoS One	2012	Yes	0.91	46.6	32	3.2	3.52767533779405	8.64355354949971
23064961	N	0	J Dent Res	2013	Yes	2.11	76.4	51	5.66666666666667	2.68421352779024	5.81759858835024
23065704	N	0	Hum Mol Genet	2013	Yes	2.87	84.4	103	11.4444444444444	3.98318039473383	9.84133178532183
23067351	N	0	Clin Transl Sci	2012	Yes	0.97	49	36	3.6	3.71810442117016	9.25012076005805
23092984	N	0	Transl Psychiatry	2012	Yes	1.45	64.1	47	4.7	3.23686119886812	7.71723327366852
23093944	N	0	PLoS Genet	2012	Yes	3.66	89.1	113	11.3	3.08533280260463	7.23457508400328
23100282	N	0	Eur Heart J	2013	Yes	2.52	81.2	72	8	3.17601901960353	7.34103550904577
23103227	N	0	Am J Hum Genet	2012	Yes	1.75	70.5	61	6.1	3.4911168581815	8.52710508160974
23104005	N	0	Nat Genet	2012	Yes	3.3	87.2	130	13	3.93741923642813	9.94869669902011
23104006	N	0	Nat Genet	2012	Yes	6.29	95.5	182	18.2	2.89180282875319	6.61813071365126
23108145	N	0	Cancer Res	2013	Yes	1.23	57.9	34	3.77777777777778	3.07745693551902	7.03572554326758
23108985	N	0	Hum Genet	2013	Yes	1.36	61.9	38	4.22222222222222	3.09463290341171	7.08893052790477
23114982	N	0	Hum Genet	2013	Yes	1.02	51.1	31	3.44444444444444	3.36780143724515	7.93510861444822
23118302	N	0	Circ Cardiovasc Genet	2012	Yes	0.86	44.5	30	3	3.50678841879239	8.57702316468986
